,Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Periodo,Total,Año,Mes,Nom_mes
96795,Total Nacional,12 Galicia,,Viajero,2017M01,158.633,2017,1,Enero
96796,Total Nacional,12 Galicia,,Viajero,2016M12,187.963,2016,12,Diciembre
96797,Total Nacional,12 Galicia,,Viajero,2016M11,216.372,2016,11,Noviembre
96798,Total Nacional,12 Galicia,,Viajero,2016M10,406.240,2016,10,Octubre
96799,Total Nacional,12 Galicia,,Viajero,2016M09,517.662,2016,9,Septiembre
96800,Total Nacional,12 Galicia,,Viajero,2016M08,703.201,2016,8,Agosto
96801,Total Nacional,12 Galicia,,Viajero,2016M07,584.427,2016,7,Julio
96802,Total Nacional,12 Galicia,,Viajero,2016M06,458.661,2016,6,Junio
96803,Total Nacional,12 Galicia,,Viajero,2016M05,386.192,2016,5,Mayo
96804,Total Nacional,12 Galicia,,Viajero,2016M04,281.305,2016,4,Abril
96805,Total Nacional,12 Galicia,,Viajero,2016M03,262.252,2016,3,Marzo
96806,Total Nacional,12 Galicia,,Viajero,2016M02,173.224,2016,2,Febrero
96807,Total Nacional,12 Galicia,,Viajero,2016M01,148.902,2016,1,Enero
96808,Total Nacional,12 Galicia,,Viajero,2015M12,182.698,2015,12,Diciembre
96809,Total Nacional,12 Galicia,,Viajero,2015M11,198.161,2015,11,Noviembre
96810,Total Nacional,12 Galicia,,Viajero,2015M10,374.290,2015,10,Octubre
96811,Total Nacional,12 Galicia,,Viajero,2015M09,485.775,2015,9,Septiembre
96812,Total Nacional,12 Galicia,,Viajero,2015M08,675.925,2015,8,Agosto
96813,Total Nacional,12 Galicia,,Viajero,2015M07,561.337,2015,7,Julio
96814,Total Nacional,12 Galicia,,Viajero,2015M06,435.025,2015,6,Junio
96815,Total Nacional,12 Galicia,,Viajero,2015M05,373.093,2015,5,Mayo
96816,Total Nacional,12 Galicia,,Viajero,2015M04,296.831,2015,4,Abril
96817,Total Nacional,12 Galicia,,Viajero,2015M03,214.636,2015,3,Marzo
96818,Total Nacional,12 Galicia,,Viajero,2015M02,154.119,2015,2,Febrero
96819,Total Nacional,12 Galicia,,Viajero,2015M01,134.299,2015,1,Enero
96820,Total Nacional,12 Galicia,,Viajero,2014M12,167.354,2014,12,Diciembre
96821,Total Nacional,12 Galicia,,Viajero,2014M11,186.778,2014,11,Noviembre
96822,Total Nacional,12 Galicia,,Viajero,2014M10,333.424,2014,10,Octubre
96823,Total Nacional,12 Galicia,,Viajero,2014M09,439.837,2014,9,Septiembre
96824,Total Nacional,12 Galicia,,Viajero,2014M08,630.950,2014,8,Agosto
96825,Total Nacional,12 Galicia,,Viajero,2014M07,463.334,2014,7,Julio
96826,Total Nacional,12 Galicia,,Viajero,2014M06,365.093,2014,6,Junio
96827,Total Nacional,12 Galicia,,Viajero,2014M05,342.928,2014,5,Mayo
96828,Total Nacional,12 Galicia,,Viajero,2014M04,275.286,2014,4,Abril
96829,Total Nacional,12 Galicia,,Viajero,2014M03,173.536,2014,3,Marzo
96830,Total Nacional,12 Galicia,,Viajero,2014M02,147.368,2014,2,Febrero
96831,Total Nacional,12 Galicia,,Viajero,2014M01,121.683,2014,1,Enero
96832,Total Nacional,12 Galicia,,Viajero,2013M12,158.644,2013,12,Diciembre
96833,Total Nacional,12 Galicia,,Viajero,2013M11,183.610,2013,11,Noviembre
96834,Total Nacional,12 Galicia,,Viajero,2013M10,289.918,2013,10,Octubre
96835,Total Nacional,12 Galicia,,Viajero,2013M09,393.134,2013,9,Septiembre
96836,Total Nacional,12 Galicia,,Viajero,2013M08,577.496,2013,8,Agosto
96837,Total Nacional,12 Galicia,,Viajero,2013M07,428.494,2013,7,Julio
96838,Total Nacional,12 Galicia,,Viajero,2013M06,342.241,2013,6,Junio
96839,Total Nacional,12 Galicia,,Viajero,2013M05,304.175,2013,5,Mayo
96840,Total Nacional,12 Galicia,,Viajero,2013M04,215.955,2013,4,Abril
96841,Total Nacional,12 Galicia,,Viajero,2013M03,212.889,2013,3,Marzo
96842,Total Nacional,12 Galicia,,Viajero,2013M02,137.974,2013,2,Febrero
96843,Total Nacional,12 Galicia,,Viajero,2013M01,129.630,2013,1,Enero
98592,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2025M04,189.593,2025,4,Abril
98593,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2025M03,131.661,2025,3,Marzo
98594,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2025M02,105.224,2025,2,Febrero
98595,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2025M01,85.505,2025,1,Enero
98596,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M12,108.490,2024,12,Diciembre
98597,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M11,141.210,2024,11,Noviembre
98598,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M10,234.329,2024,10,Octubre
98599,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M09,272.861,2024,9,Septiembre
98600,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M08,311.028,2024,8,Agosto
98601,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M07,256.753,2024,7,Julio
98602,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M06,241.880,2024,6,Junio
98603,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M05,266.357,2024,5,Mayo
98604,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M04,194.296,2024,4,Abril
98605,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M03,141.077,2024,3,Marzo
98606,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M02,99.608,2024,2,Febrero
98607,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2024M01,81.743,2024,1,Enero
98608,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M12,110.010,2023,12,Diciembre
98609,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M11,132.612,2023,11,Noviembre
98610,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M10,239.634,2023,10,Octubre
98611,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M09,276.366,2023,9,Septiembre
98612,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M08,312.768,2023,8,Agosto
98613,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M07,263.745,2023,7,Julio
98614,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M06,238.251,2023,6,Junio
98615,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M05,237.180,2023,5,Mayo
98616,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M04,205.981,2023,4,Abril
98617,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M03,123.585,2023,3,Marzo
98618,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M02,95.802,2023,2,Febrero
98619,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2023M01,77.780,2023,1,Enero
98620,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M12,98.031,2022,12,Diciembre
98621,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M11,122.063,2022,11,Noviembre
98622,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M10,225.864,2022,10,Octubre
98623,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M09,256.661,2022,9,Septiembre
98624,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M08,313.524,2022,8,Agosto
98625,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M07,277.016,2022,7,Julio
98626,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M06,226.862,2022,6,Junio
98627,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M05,217.303,2022,5,Mayo
98628,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M04,177.411,2022,4,Abril
98629,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M03,107.443,2022,3,Marzo
98630,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M02,85.543,2022,2,Febrero
98631,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2022M01,62.087,2022,1,Enero
98632,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M12,85.318,2021,12,Diciembre
98633,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M11,108.641,2021,11,Noviembre
98634,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M10,184.128,2021,10,Octubre
98635,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M09,205.471,2021,9,Septiembre
98636,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M08,276.705,2021,8,Agosto
98637,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M07,213.074,2021,7,Julio
98638,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M06,111.608,2021,6,Junio
98639,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M05,59.523,2021,5,Mayo
98640,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M04,41.847,2021,4,Abril
98641,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M03,34.219,2021,3,Marzo
98642,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M02,17.568,2021,2,Febrero
98643,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2021M01,18.294,2021,1,Enero
98644,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M12,21.765,2020,12,Diciembre
98645,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M11,22.415,2020,11,Noviembre
98646,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M10,56.591,2020,10,Octubre
98647,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M09,80.494,2020,9,Septiembre
98648,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M08,154.257,2020,8,Agosto
98649,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M07,104.678,2020,7,Julio
98650,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M06,20.459,2020,6,Junio
98651,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M05,2.124,2020,5,Mayo
98652,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M04,0,2020,4,Abril
98653,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M03,34.947,2020,3,Marzo
98654,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M02,93.929,2020,2,Febrero
98655,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2020M01,83.655,2020,1,Enero
98656,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M12,96.529,2019,12,Diciembre
98657,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M11,107.666,2019,11,Noviembre
98658,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M10,187.221,2019,10,Octubre
98659,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M09,223.979,2019,9,Septiembre
98660,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M08,271.585,2019,8,Agosto
98661,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M07,222.759,2019,7,Julio
98662,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M06,200.533,2019,6,Junio
98663,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M05,201.983,2019,5,Mayo
98664,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M04,160.267,2019,4,Abril
98665,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M03,104.847,2019,3,Marzo
98666,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M02,83.877,2019,2,Febrero
98667,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2019M01,76.228,2019,1,Enero
98668,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M12,95.694,2018,12,Diciembre
98669,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M11,106.627,2018,11,Noviembre
98670,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M10,177.631,2018,10,Octubre
98671,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M09,209.761,2018,9,Septiembre
98672,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M08,270.636,2018,8,Agosto
98673,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M07,221.010,2018,7,Julio
98674,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M06,198.079,2018,6,Junio
98675,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M05,184.655,2018,5,Mayo
98676,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M04,142.912,2018,4,Abril
98677,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M03,115.805,2018,3,Marzo
98678,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M02,81.871,2018,2,Febrero
98679,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2018M01,71.201,2018,1,Enero
98680,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M12,89.762,2017,12,Diciembre
98681,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M11,116.870,2017,11,Noviembre
98682,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M10,203.242,2017,10,Octubre
98683,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M09,241.284,2017,9,Septiembre
98684,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M08,301.775,2017,8,Agosto
98685,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M07,247.697,2017,7,Julio
98686,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M06,220.483,2017,6,Junio
98687,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M05,202.238,2017,5,Mayo
98688,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M04,174.588,2017,4,Abril
98689,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M03,109.816,2017,3,Marzo
98690,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M02,82.976,2017,2,Febrero
98691,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2017M01,72.125,2017,1,Enero
98692,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M12,84.052,2016,12,Diciembre
98693,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M11,104.880,2016,11,Noviembre
98694,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M10,203.543,2016,10,Octubre
98695,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M09,250.175,2016,9,Septiembre
98696,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M08,320.785,2016,8,Agosto
98697,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M07,270.371,2016,7,Julio
98698,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M06,219.923,2016,6,Junio
98699,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M05,197.959,2016,5,Mayo
98700,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M04,138.950,2016,4,Abril
98701,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M03,121.460,2016,3,Marzo
98702,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M02,80.278,2016,2,Febrero
98703,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2016M01,68.197,2016,1,Enero
98704,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M12,85.408,2015,12,Diciembre
98705,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M11,90.906,2015,11,Noviembre
98706,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M10,182.874,2015,10,Octubre
98707,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M09,241.052,2015,9,Septiembre
98708,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M08,310.257,2015,8,Agosto
98709,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M07,261.289,2015,7,Julio
98710,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M06,218.304,2015,6,Junio
98711,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M05,189.733,2015,5,Mayo
98712,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M04,147.921,2015,4,Abril
98713,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M03,91.229,2015,3,Marzo
98714,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M02,66.912,2015,2,Febrero
98715,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2015M01,58.985,2015,1,Enero
98716,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M12,76.720,2014,12,Diciembre
98717,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M11,84.549,2014,11,Noviembre
98718,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M10,157.170,2014,10,Octubre
98719,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M09,210.174,2014,9,Septiembre
98720,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M08,278.490,2014,8,Agosto
98721,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M07,211.603,2014,7,Julio
98722,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M06,177.710,2014,6,Junio
98723,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M05,166.226,2014,5,Mayo
98724,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M04,125.409,2014,4,Abril
98725,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M03,77.251,2014,3,Marzo
98726,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M02,70.173,2014,2,Febrero
98727,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2014M01,57.593,2014,1,Enero
98728,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M12,71.900,2013,12,Diciembre
98729,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M11,84.224,2013,11,Noviembre
98730,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M10,131.483,2013,10,Octubre
98731,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M09,177.203,2013,9,Septiembre
98732,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M08,256.041,2013,8,Agosto
98733,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M07,197.837,2013,7,Julio
98734,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M06,161.394,2013,6,Junio
98735,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M05,146.104,2013,5,Mayo
98736,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M04,102.127,2013,4,Abril
98737,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M03,91.855,2013,3,Marzo
98738,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M02,62.248,2013,2,Febrero
98739,Total Nacional,12 Galicia,"15 Coruña, A",Viajero,2013M01,58.393,2013,1,Enero
100488,Total Nacional,12 Galicia,27 Lugo,Viajero,2025M04,80.213,2025,4,Abril
100489,Total Nacional,12 Galicia,27 Lugo,Viajero,2025M03,36.685,2025,3,Marzo
100490,Total Nacional,12 Galicia,27 Lugo,Viajero,2025M02,26.960,2025,2,Febrero
100491,Total Nacional,12 Galicia,27 Lugo,Viajero,2025M01,21.580,2025,1,Enero
100492,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M12,26.338,2024,12,Diciembre
100493,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M11,36.304,2024,11,Noviembre
100494,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M10,78.225,2024,10,Octubre
100495,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M09,100.598,2024,9,Septiembre
100496,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M08,118.916,2024,8,Agosto
100497,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M07,95.488,2024,7,Julio
100498,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M06,77.403,2024,6,Junio
100499,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M05,83.717,2024,5,Mayo
100500,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M04,62.429,2024,4,Abril
100501,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M03,43.341,2024,3,Marzo
100502,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M02,23.626,2024,2,Febrero
100503,Total Nacional,12 Galicia,27 Lugo,Viajero,2024M01,18.602,2024,1,Enero
100504,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M12,25.072,2023,12,Diciembre
100505,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M11,29.147,2023,11,Noviembre
100506,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M10,69.910,2023,10,Octubre
100507,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M09,93.784,2023,9,Septiembre
100508,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M08,101.704,2023,8,Agosto
100509,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M07,86.641,2023,7,Julio
100510,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M06,80.315,2023,6,Junio
100511,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M05,77.190,2023,5,Mayo
100512,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M04,65.688,2023,4,Abril
100513,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M03,34.343,2023,3,Marzo
100514,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M02,23.034,2023,2,Febrero
100515,Total Nacional,12 Galicia,27 Lugo,Viajero,2023M01,20.219,2023,1,Enero
100516,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M12,24.718,2022,12,Diciembre
100517,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M11,30.648,2022,11,Noviembre
100518,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M10,67.595,2022,10,Octubre
100519,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M09,93.780,2022,9,Septiembre
100520,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M08,108.580,2022,8,Agosto
100521,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M07,91.004,2022,7,Julio
100522,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M06,73.618,2022,6,Junio
100523,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M05,71.720,2022,5,Mayo
100524,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M04,58.770,2022,4,Abril
100525,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M03,29.502,2022,3,Marzo
100526,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M02,22.040,2022,2,Febrero
100527,Total Nacional,12 Galicia,27 Lugo,Viajero,2022M01,16.206,2022,1,Enero
100528,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M12,20.448,2021,12,Diciembre
100529,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M11,29.958,2021,11,Noviembre
100530,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M10,63.333,2021,10,Octubre
100531,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M09,78.977,2021,9,Septiembre
100532,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M08,111.031,2021,8,Agosto
100533,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M07,82.268,2021,7,Julio
100534,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M06,43.258,2021,6,Junio
100535,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M05,26.151,2021,5,Mayo
100536,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M04,14.586,2021,4,Abril
100537,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M03,12.847,2021,3,Marzo
100538,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M02,5.092,2021,2,Febrero
100539,Total Nacional,12 Galicia,27 Lugo,Viajero,2021M01,5.644,2021,1,Enero
100540,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M12,6.792,2020,12,Diciembre
100541,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M11,6.896,2020,11,Noviembre
100542,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M10,24.428,2020,10,Octubre
100543,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M09,31.532,2020,9,Septiembre
100544,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M08,56.084,2020,8,Agosto
100545,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M07,29.221,2020,7,Julio
100546,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M06,8.927,2020,6,Junio
100547,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M05,585,2020,5,Mayo
100548,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M04,0,2020,4,Abril
100549,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M03,13.818,2020,3,Marzo
100550,Total Nacional,12 Galicia,27 Lugo,Viajero,2020M02,27.184,2020,2,Febrero
